imagem,classe,ang_1,ang_2,ang_3,ang_4,ang_5,ang_6,ang_7,ang_8
52.jpg,Upward_Facing_Two-Foot_Staff_Pose_or_Dwi_Pada_Viparita_Dandasana_,142.03,77.5,69.47,104.77,101.91,102.9,147.49,140.71
164.jpg,Upward_Facing_Two-Foot_Staff_Pose_or_Dwi_Pada_Viparita_Dandasana_,93.22,58.0,126.43,130.15,108.46,104.56,147.21,157.43
35.jpg,Upward_Facing_Two-Foot_Staff_Pose_or_Dwi_Pada_Viparita_Dandasana_,54.63,92.67,161.11,149.08,82.36,86.41,166.72,160.61
360.jpg,Upward_Facing_Two-Foot_Staff_Pose_or_Dwi_Pada_Viparita_Dandasana_,152.55,129.56,144.12,150.65,90.72,91.34,154.54,156.22
227.jpg,Upward_Facing_Two-Foot_Staff_Pose_or_Dwi_Pada_Viparita_Dandasana_,128.68,146.5,18.73,50.39,134.67,117.14,155.71,147.41
441.jpg,Upward_Facing_Two-Foot_Staff_Pose_or_Dwi_Pada_Viparita_Dandasana_,74.37,73.14,150.31,145.31,89.78,136.52,109.08,53.83
File12.jpeg,Wide-Angle_Seated_Forward_Bend_pose_or_Upavistha_Konasana_,167.4,108.26,55.63,76.97,87.44,72.12,169.82,158.31
3_324.jpg,Wide-Angle_Seated_Forward_Bend_pose_or_Upavistha_Konasana_,145.24,123.94,132.37,101.02,150.25,129.81,157.44,150.38
File7.jpeg,Wide-Angle_Seated_Forward_Bend_pose_or_Upavistha_Konasana_,120.08,68.35,89.52,89.65,47.36,56.6,139.14,161.73
2_127.jpg,Wide-Angle_Seated_Forward_Bend_pose_or_Upavistha_Konasana_,139.01,141.51,155.9,168.65,134.18,134.11,144.49,146.5
2_25.jpg,Wide-Angle_Seated_Forward_Bend_pose_or_Upavistha_Konasana_,169.24,172.92,110.04,113.61,90.51,60.46,150.97,131.17
File9.jpeg,Wide-Angle_Seated_Forward_Bend_pose_or_Upavistha_Konasana_,137.26,134.82,36.73,31.89,74.83,80.0,130.09,136.88
2_593.jpg,Wide-Angle_Seated_Forward_Bend_pose_or_Upavistha_Konasana_,155.1,163.6,139.24,141.16,29.03,38.5,119.51,151.3
3_239.jpg,Wide-Angle_Seated_Forward_Bend_pose_or_Upavistha_Konasana_,150.01,151.47,167.83,83.47,109.23,40.3,133.23,170.9
3_94.jpg,Wide-Angle_Seated_Forward_Bend_pose_or_Upavistha_Konasana_,96.86,87.8,105.05,141.01,17.97,119.17,171.47,145.07
2_175.jpg,Wide-Angle_Seated_Forward_Bend_pose_or_Upavistha_Konasana_,94.31,89.3,104.72,104.89,45.02,40.71,175.06,143.21
3_144.jpg,Wide-Angle_Seated_Forward_Bend_pose_or_Upavistha_Konasana_,104.54,114.1,149.63,103.76,98.02,65.03,147.26,140.27
2_227.jpg,Wide-Angle_Seated_Forward_Bend_pose_or_Upavistha_Konasana_,163.75,161.95,90.2,80.37,44.68,96.46,132.02,136.12
3_81.jpg,Wide-Angle_Seated_Forward_Bend_pose_or_Upavistha_Konasana_,114.79,94.97,126.61,154.63,35.12,90.42,163.51,146.98
2_147.jpg,Wide-Angle_Seated_Forward_Bend_pose_or_Upavistha_Konasana_,126.32,120.36,107.99,104.23,176.78,144.85,159.08,131.59
2_77.jpg,Wide-Angle_Seated_Forward_Bend_pose_or_Upavistha_Konasana_,124.71,150.01,92.94,100.24,71.92,93.4,143.4,155.38
2_465.jpg,Wide-Angle_Seated_Forward_Bend_pose_or_Upavistha_Konasana_,108.48,116.41,52.85,94.46,76.57,56.67,145.6,128.83
2_286.jpg,Wide-Angle_Seated_Forward_Bend_pose_or_Upavistha_Konasana_,165.16,140.54,106.83,94.21,71.13,52.95,173.59,152.91
2_20.jpg,Wide-Angle_Seated_Forward_Bend_pose_or_Upavistha_Konasana_,146.55,141.22,94.64,88.83,70.96,50.19,169.5,154.68
File6.jpeg,Wide-Angle_Seated_Forward_Bend_pose_or_Upavistha_Konasana_,129.15,131.74,37.28,35.29,75.53,81.0,170.0,158.21
2_184.jpg,Wide-Angle_Seated_Forward_Bend_pose_or_Upavistha_Konasana_,157.56,162.17,86.3,85.8,34.4,31.79,168.01,169.29
1_9.jpg,Wide-Angle_Seated_Forward_Bend_pose_or_Upavistha_Konasana_,126.68,137.54,66.94,77.67,77.83,25.55,70.9,64.27
2_217.jpg,Wide-Angle_Seated_Forward_Bend_pose_or_Upavistha_Konasana_,138.79,135.03,141.67,140.24,31.31,32.46,149.47,141.14
1_196.jpg,Wide-Angle_Seated_Forward_Bend_pose_or_Upavistha_Konasana_,142.02,154.89,33.4,16.38,155.93,150.44,166.76,160.79
2_606.jpg,Wide-Angle_Seated_Forward_Bend_pose_or_Upavistha_Konasana_,103.88,153.65,95.09,23.68,117.02,31.57,112.77,49.55
2_431.jpg,Wide-Angle_Seated_Forward_Bend_pose_or_Upavistha_Konasana_,25.17,113.53,66.92,34.38,132.01,91.63,155.46,96.84
2_407.jpg,Wide-Angle_Seated_Forward_Bend_pose_or_Upavistha_Konasana_,129.77,81.06,98.8,97.86,52.41,53.36,162.16,168.97
3_112.jpg,Wide-Angle_Seated_Forward_Bend_pose_or_Upavistha_Konasana_,110.34,91.84,87.41,134.14,20.54,129.54,137.78,148.39
2_161.jpg,Wide-Angle_Seated_Forward_Bend_pose_or_Upavistha_Konasana_,102.13,134.66,86.11,102.72,30.83,44.11,167.95,161.16
2_133.jpg,Wide-Angle_Seated_Forward_Bend_pose_or_Upavistha_Konasana_,153.11,160.64,130.43,140.99,85.44,70.94,171.48,154.31
File5.jpeg,Wide-Angle_Seated_Forward_Bend_pose_or_Upavistha_Konasana_,143.73,133.73,72.43,67.89,54.02,55.72,171.58,173.66
2_359.jpg,Wide-Angle_Seated_Forward_Bend_pose_or_Upavistha_Konasana_,160.04,156.11,84.23,81.5,40.87,36.5,136.98,126.91
1_262.jpg,Wide-Angle_Seated_Forward_Bend_pose_or_Upavistha_Konasana_,92.52,97.48,74.4,86.9,57.35,46.75,161.01,17.67
2_146.jpg,Wide-Angle_Seated_Forward_Bend_pose_or_Upavistha_Konasana_,167.66,158.05,14.84,18.27,164.22,119.28,164.25,124.97
2_503.jpg,Wide-Angle_Seated_Forward_Bend_pose_or_Upavistha_Konasana_,154.38,147.56,86.01,83.37,42.22,37.04,141.61,141.2
2_85.jpg,Wide-Angle_Seated_Forward_Bend_pose_or_Upavistha_Konasana_,108.99,131.95,31.02,29.37,146.43,139.99,178.16,165.85
2_140.jpg,Wide-Angle_Seated_Forward_Bend_pose_or_Upavistha_Konasana_,147.5,156.61,111.93,142.54,108.83,137.1,138.99,163.22
2_378.jpg,Wide-Angle_Seated_Forward_Bend_pose_or_Upavistha_Konasana_,149.58,144.16,110.84,104.74,54.58,47.33,174.27,163.53
3_192.jpg,Wide-Angle_Seated_Forward_Bend_pose_or_Upavistha_Konasana_,136.06,124.64,128.11,96.12,141.72,66.3,168.38,112.5
File10.jpeg,Wide-Angle_Seated_Forward_Bend_pose_or_Upavistha_Konasana_,153.0,143.69,47.88,47.07,62.19,58.2,177.51,172.49
1_141.jpg,Wide-Angle_Seated_Forward_Bend_pose_or_Upavistha_Konasana_,158.27,156.44,155.66,138.24,99.51,78.43,152.44,120.51
File4.jpeg,Wide-Angle_Seated_Forward_Bend_pose_or_Upavistha_Konasana_,88.28,101.85,51.64,53.07,146.29,152.16,166.86,165.59
2_92.jpg,Wide-Angle_Seated_Forward_Bend_pose_or_Upavistha_Konasana_,148.66,151.85,95.62,99.55,59.62,43.0,177.44,156.01
237.jpg,Shoulder-Pressing_Pose_or_Bhujapidasana_,159.62,161.39,47.49,69.44,78.64,19.97,83.75,61.55
35.jpg,Shoulder-Pressing_Pose_or_Bhujapidasana_,177.81,167.72,85.22,84.89,15.45,19.71,30.9,29.43
15.jpg,Shoulder-Pressing_Pose_or_Bhujapidasana_,167.09,150.0,49.11,30.51,7.83,82.33,40.32,108.96
140.jpg,Shoulder-Pressing_Pose_or_Bhujapidasana_,140.13,141.09,16.36,60.59,44.82,27.6,106.01,75.69
109.jpg,Shoulder-Pressing_Pose_or_Bhujapidasana_,158.84,170.96,84.74,90.03,22.4,19.65,38.78,41.86
139.jpg,Shoulder-Pressing_Pose_or_Bhujapidasana_,143.62,153.86,48.46,90.84,21.23,19.54,17.14,22.78
96.jpg,Shoulder-Pressing_Pose_or_Bhujapidasana_,143.78,150.07,53.19,54.79,21.9,21.97,47.41,53.16
168.jpg,Shoulder-Pressing_Pose_or_Bhujapidasana_,105.46,139.63,58.95,91.67,39.97,10.85,71.9,36.36
33.jpg,Shoulder-Pressing_Pose_or_Bhujapidasana_,177.49,168.15,74.36,72.72,15.72,13.37,31.2,32.68
78.jpg,Shoulder-Pressing_Pose_or_Bhujapidasana_,137.3,150.23,80.34,86.26,9.25,13.53,27.99,27.16
86.jpg,Shoulder-Pressing_Pose_or_Bhujapidasana_,157.07,152.29,62.17,66.49,18.14,17.98,45.38,48.23
95.jpg,Shoulder-Pressing_Pose_or_Bhujapidasana_,140.32,115.28,38.81,43.46,19.21,26.59,105.46,147.07
7.jpg,Shoulder-Pressing_Pose_or_Bhujapidasana_,133.8,151.37,35.34,71.21,49.46,5.94,132.52,81.32
31.jpg,Shoulder-Pressing_Pose_or_Bhujapidasana_,162.07,176.26,54.23,73.03,38.97,2.14,40.86,46.68
1_457.jpg,Standing_Split_pose_or_Urdhva_Prasarita_Eka_Padasana_,156.38,87.16,156.44,133.72,84.06,165.88,176.76,142.18
1_447.jpg,Standing_Split_pose_or_Urdhva_Prasarita_Eka_Padasana_,145.57,149.76,43.26,130.13,146.22,15.07,151.83,126.5
1_1.jpg,Standing_Split_pose_or_Urdhva_Prasarita_Eka_Padasana_,109.81,139.93,76.36,123.84,27.43,171.84,159.39,142.44
1_73.jpg,Standing_Split_pose_or_Urdhva_Prasarita_Eka_Padasana_,167.12,95.23,158.4,85.17,133.55,36.0,135.6,152.13
1_56.jpg,Standing_Split_pose_or_Urdhva_Prasarita_Eka_Padasana_,60.98,122.97,79.62,139.01,33.08,164.09,155.41,137.6
1_100.jpg,Standing_Split_pose_or_Urdhva_Prasarita_Eka_Padasana_,152.76,160.5,35.77,136.6,33.79,151.22,172.37,35.81
1_144.jpg,Standing_Split_pose_or_Urdhva_Prasarita_Eka_Padasana_,142.97,97.71,102.96,126.78,33.87,143.01,162.58,139.02
1_51.jpg,Standing_Split_pose_or_Urdhva_Prasarita_Eka_Padasana_,95.91,68.9,102.53,87.8,174.34,26.19,163.2,164.33
1_72.jpg,Standing_Split_pose_or_Urdhva_Prasarita_Eka_Padasana_,92.54,57.43,147.59,114.06,106.22,30.4,106.7,158.65
1_11.jpg,Standing_Split_pose_or_Urdhva_Prasarita_Eka_Padasana_,78.51,51.12,125.89,131.5,74.58,148.85,171.66,131.19
1_90.jpg,Standing_Split_pose_or_Urdhva_Prasarita_Eka_Padasana_,140.25,97.08,146.83,164.59,79.67,155.29,174.84,136.41
1_6.jpg,Standing_Split_pose_or_Urdhva_Prasarita_Eka_Padasana_,160.16,70.99,154.9,91.9,124.7,30.95,119.09,151.51
2_628.jpg,Standing_Split_pose_or_Urdhva_Prasarita_Eka_Padasana_,92.48,100.17,96.58,59.63,165.93,76.79,153.28,138.33
1_104.jpg,Standing_Split_pose_or_Urdhva_Prasarita_Eka_Padasana_,99.92,155.87,59.7,89.7,78.19,145.99,159.63,130.29
1_210.jpg,Standing_Split_pose_or_Urdhva_Prasarita_Eka_Padasana_,154.25,153.23,86.88,119.1,106.46,102.92,176.74,170.21
1_404.jpg,Standing_Split_pose_or_Urdhva_Prasarita_Eka_Padasana_,102.85,70.95,137.28,106.74,134.96,25.19,145.97,156.44
1_203.jpg,Standing_Split_pose_or_Urdhva_Prasarita_Eka_Padasana_,67.0,97.31,88.5,131.86,28.96,151.12,154.29,139.71
1_19.jpg,Standing_Split_pose_or_Urdhva_Prasarita_Eka_Padasana_,113.25,130.98,98.31,151.18,43.93,172.23,177.69,165.95
1_68.jpg,Standing_Split_pose_or_Urdhva_Prasarita_Eka_Padasana_,122.87,117.22,35.71,33.5,27.95,151.33,151.33,159.52
1_50.jpg,Standing_Split_pose_or_Urdhva_Prasarita_Eka_Padasana_,112.48,72.24,136.6,113.37,147.11,48.56,132.16,168.28
1_315.jpg,Standing_Split_pose_or_Urdhva_Prasarita_Eka_Padasana_,70.41,137.2,122.19,90.32,158.45,45.99,172.31,134.24
1_30.jpg,Feathered_Peacock_Pose_or_Pincha_Mayurasana_,88.92,95.46,177.65,158.24,165.03,163.95,177.34,162.55
1_297.jpg,Feathered_Peacock_Pose_or_Pincha_Mayurasana_,144.08,113.73,131.71,168.75,133.88,158.5,143.58,146.13
1_269.jpg,Feathered_Peacock_Pose_or_Pincha_Mayurasana_,78.47,103.0,171.19,176.27,173.05,173.82,167.23,156.3
1_437.jpg,Feathered_Peacock_Pose_or_Pincha_Mayurasana_,64.04,72.41,147.47,144.72,151.36,146.44,171.06,144.82
2_268.jpg,Feathered_Peacock_Pose_or_Pincha_Mayurasana_,81.94,84.97,117.83,119.21,146.61,130.64,141.08,154.76
File32.png,Feathered_Peacock_Pose_or_Pincha_Mayurasana_,120.38,41.33,121.98,106.79,124.94,117.94,105.37,171.14
2_15.jpg,Feathered_Peacock_Pose_or_Pincha_Mayurasana_,115.95,92.24,162.22,149.44,175.37,170.57,172.73,161.08
File17.png,Feathered_Peacock_Pose_or_Pincha_Mayurasana_,33.65,84.9,124.24,114.56,105.59,108.76,166.34,120.08
File6.png,Feathered_Peacock_Pose_or_Pincha_Mayurasana_,87.79,62.06,138.58,150.27,167.37,165.7,145.74,149.29
1_218.jpg,Feathered_Peacock_Pose_or_Pincha_Mayurasana_,140.86,65.29,125.55,171.02,174.32,174.1,145.83,173.82
2_127.jpg,Feathered_Peacock_Pose_or_Pincha_Mayurasana_,105.96,87.71,151.65,119.85,156.79,130.04,150.73,143.69
File29.png,Feathered_Peacock_Pose_or_Pincha_Mayurasana_,62.36,107.31,111.45,122.52,110.61,104.75,154.78,175.81
2_70.jpg,Feathered_Peacock_Pose_or_Pincha_Mayurasana_,129.49,75.86,153.17,167.98,174.35,128.03,75.77,161.49
1_301.jpg,Feathered_Peacock_Pose_or_Pincha_Mayurasana_,57.43,81.45,147.96,139.89,151.18,145.89,174.94,146.53
1_43.jpg,Feathered_Peacock_Pose_or_Pincha_Mayurasana_,83.18,95.27,145.81,126.81,138.54,139.11,169.0,147.72
1_89.jpg,Feathered_Peacock_Pose_or_Pincha_Mayurasana_,64.24,84.7,121.17,144.34,99.9,74.67,130.39,141.52
2_344.jpg,Feathered_Peacock_Pose_or_Pincha_Mayurasana_,63.61,26.1,88.73,22.64,57.88,86.49,167.92,136.15
File30.png,Feathered_Peacock_Pose_or_Pincha_Mayurasana_,43.18,105.01,170.92,95.46,165.21,147.65,176.32,161.58
File26.png,Feathered_Peacock_Pose_or_Pincha_Mayurasana_,118.5,56.1,148.9,111.46,80.89,112.85,102.38,140.48
2_135.jpg,Feathered_Peacock_Pose_or_Pincha_Mayurasana_,85.8,103.68,171.21,161.51,172.44,172.5,176.4,161.8
File16.png,Feathered_Peacock_Pose_or_Pincha_Mayurasana_,120.42,61.7,96.3,152.82,154.89,152.47,127.29,163.61
1_61.jpg,Feathered_Peacock_Pose_or_Pincha_Mayurasana_,64.65,86.65,169.91,139.86,170.06,165.05,170.11,145.54
File28.png,Feathered_Peacock_Pose_or_Pincha_Mayurasana_,45.1,70.77,138.07,131.14,102.93,106.94,169.37,151.85
File5.png,Feathered_Peacock_Pose_or_Pincha_Mayurasana_,28.81,38.2,162.7,150.51,166.04,122.09,155.06,144.57
File22.png,Feathered_Peacock_Pose_or_Pincha_Mayurasana_,56.57,48.1,102.2,151.37,156.36,159.69,154.21,174.09
File8.png,Feathered_Peacock_Pose_or_Pincha_Mayurasana_,94.52,65.23,135.33,169.08,164.35,162.78,149.77,166.49
1_100.jpg,Feathered_Peacock_Pose_or_Pincha_Mayurasana_,86.74,100.67,138.26,165.66,167.38,169.52,171.93,175.99
File10.png,Feathered_Peacock_Pose_or_Pincha_Mayurasana_,83.6,42.36,125.46,137.55,113.32,90.16,98.15,108.69
File33.png,Feathered_Peacock_Pose_or_Pincha_Mayurasana_,104.4,91.36,178.18,169.47,121.32,117.52,165.67,159.17
File11.png,Feathered_Peacock_Pose_or_Pincha_Mayurasana_,53.19,39.57,95.31,111.78,105.03,103.77,133.01,160.04
File34.png,Feathered_Peacock_Pose_or_Pincha_Mayurasana_,60.07,78.04,171.18,78.34,175.83,167.06,167.66,157.36
1_88.jpg,Feathered_Peacock_Pose_or_Pincha_Mayurasana_,125.87,122.67,171.5,167.2,142.03,147.95,171.67,175.32
File9.png,Feathered_Peacock_Pose_or_Pincha_Mayurasana_,75.83,77.23,150.61,110.89,75.48,97.18,159.95,113.89
File24.png,Feathered_Peacock_Pose_or_Pincha_Mayurasana_,34.15,65.52,147.5,139.36,148.33,141.82,150.5,135.73
File12.png,Feathered_Peacock_Pose_or_Pincha_Mayurasana_,138.08,148.78,74.42,174.27,97.75,91.39,137.34,159.12
2_45.jpg,Feathered_Peacock_Pose_or_Pincha_Mayurasana_,76.82,99.95,163.05,149.74,163.75,164.05,175.24,166.66
File25.png,Feathered_Peacock_Pose_or_Pincha_Mayurasana_,67.84,129.23,96.05,169.06,69.08,77.87,107.06,147.68
1_202.jpg,Feathered_Peacock_Pose_or_Pincha_Mayurasana_,94.54,106.05,136.88,158.86,175.76,174.96,156.01,177.22
2_21.jpg,Feathered_Peacock_Pose_or_Pincha_Mayurasana_,127.4,73.81,135.25,155.53,165.88,169.21,157.33,177.27
1_18.jpg,Feathered_Peacock_Pose_or_Pincha_Mayurasana_,114.48,72.62,140.51,166.09,172.54,170.08,167.29,174.29
1_282.jpg,Feathered_Peacock_Pose_or_Pincha_Mayurasana_,56.87,100.39,176.82,138.26,170.86,168.73,173.59,163.28
1_410.jpg,Feathered_Peacock_Pose_or_Pincha_Mayurasana_,98.4,82.21,154.72,160.22,169.46,165.55,152.01,174.77
2_116.jpg,Feathered_Peacock_Pose_or_Pincha_Mayurasana_,78.43,105.02,168.57,162.7,161.98,163.12,171.65,155.65
2_183.jpg,Feathered_Peacock_Pose_or_Pincha_Mayurasana_,91.97,66.75,143.17,163.22,164.73,157.0,161.09,165.45
1_415.jpg,Feathered_Peacock_Pose_or_Pincha_Mayurasana_,149.32,135.25,175.16,123.39,153.33,162.15,163.81,149.82
2_96.jpg,Feathered_Peacock_Pose_or_Pincha_Mayurasana_,143.68,81.32,105.29,160.48,141.76,95.18,94.67,80.8
File13.png,Feathered_Peacock_Pose_or_Pincha_Mayurasana_,41.41,92.81,142.2,102.12,160.27,137.12,170.42,170.66
File19.png,Feathered_Peacock_Pose_or_Pincha_Mayurasana_,132.33,48.08,130.13,102.58,133.72,117.68,109.49,161.0
File1.png,Feathered_Peacock_Pose_or_Pincha_Mayurasana_,105.71,65.35,122.22,153.72,130.78,152.19,153.97,174.7
File15.png,Feathered_Peacock_Pose_or_Pincha_Mayurasana_,61.62,72.37,164.4,150.8,127.33,130.9,172.38,106.96
1_422.jpg,Feathered_Peacock_Pose_or_Pincha_Mayurasana_,110.04,87.9,149.03,175.65,170.28,171.3,145.74,144.18
315.jpg,Firefly_Pose_or_Tittibhasana_,116.83,86.29,90.4,27.42,11.92,36.65,85.23,149.62
206.jpg,Firefly_Pose_or_Tittibhasana_,113.38,92.12,41.3,53.52,20.08,34.9,74.83,148.44
4.jpg,Firefly_Pose_or_Tittibhasana_,155.48,126.48,66.92,51.43,25.31,49.22,121.39,145.78
171.jpg,Firefly_Pose_or_Tittibhasana_,141.73,125.57,55.71,39.79,51.96,25.94,127.43,148.98
131.jpg,Firefly_Pose_or_Tittibhasana_,118.14,126.09,61.5,67.13,14.21,35.85,151.32,138.69
133.jpg,Firefly_Pose_or_Tittibhasana_,126.99,122.52,60.69,42.82,11.48,16.54,101.37,157.77
33.jpg,Firefly_Pose_or_Tittibhasana_,171.09,137.16,82.7,45.48,13.07,22.23,59.39,155.48
114.jpg,Firefly_Pose_or_Tittibhasana_,140.85,150.3,62.8,47.52,80.8,43.64,158.54,152.68
179.jpg,Firefly_Pose_or_Tittibhasana_,146.27,159.71,67.17,72.02,99.45,150.8,140.03,138.72
319.jpg,Firefly_Pose_or_Tittibhasana_,118.51,165.36,43.27,89.04,72.02,67.79,128.83,89.46
428.jpg,Firefly_Pose_or_Tittibhasana_,163.11,160.81,89.27,21.94,22.04,32.7,113.1,138.19
250.jpg,Firefly_Pose_or_Tittibhasana_,147.43,129.93,51.75,25.75,3.91,56.17,101.46,139.42
317.jpg,Firefly_Pose_or_Tittibhasana_,129.04,136.19,78.35,89.51,13.3,24.51,21.94,91.98
205.jpg,Firefly_Pose_or_Tittibhasana_,140.89,120.41,58.58,53.08,4.61,38.58,106.41,162.83
264.jpg,Firefly_Pose_or_Tittibhasana_,144.6,128.87,59.49,58.82,42.45,16.43,157.71,164.71
105.jpg,Firefly_Pose_or_Tittibhasana_,152.58,134.4,111.06,100.89,37.48,31.23,169.13,156.75
269.jpg,Firefly_Pose_or_Tittibhasana_,114.1,143.73,16.02,87.16,72.04,33.59,163.69,105.76
10.jpg,Firefly_Pose_or_Tittibhasana_,158.71,145.39,76.13,64.24,49.15,32.62,109.57,174.02
224.jpg,Firefly_Pose_or_Tittibhasana_,148.72,117.66,64.85,39.32,12.51,40.43,108.63,146.16
331.jpg,Firefly_Pose_or_Tittibhasana_,143.48,174.52,70.49,102.78,48.78,101.68,115.52,122.21
233.jpg,Firefly_Pose_or_Tittibhasana_,169.38,148.93,86.11,58.87,70.35,23.23,109.81,158.27
431.jpg,Firefly_Pose_or_Tittibhasana_,146.32,135.51,116.09,111.21,121.78,37.58,158.62,122.56
39.jpg,Firefly_Pose_or_Tittibhasana_,172.1,138.61,60.26,30.63,33.73,58.2,96.55,130.79
426.jpg,Firefly_Pose_or_Tittibhasana_,154.21,156.54,71.03,26.4,9.0,73.05,75.75,127.55
5.jpg,Firefly_Pose_or_Tittibhasana_,116.09,156.99,29.56,57.58,62.33,33.65,171.37,14.01
106.jpg,Firefly_Pose_or_Tittibhasana_,132.12,147.79,84.83,101.74,165.5,148.1,174.71,152.59
338.jpg,Firefly_Pose_or_Tittibhasana_,147.38,147.64,94.5,93.65,28.29,26.19,78.14,47.9
295.jpg,Firefly_Pose_or_Tittibhasana_,134.97,136.68,29.21,28.18,100.79,87.49,156.14,145.92
225.jpg,Firefly_Pose_or_Tittibhasana_,147.11,148.18,46.95,64.02,30.71,32.8,155.9,112.95
213.jpg,Firefly_Pose_or_Tittibhasana_,120.53,123.76,61.46,55.97,28.11,12.54,161.41,176.6
75.jpg,Firefly_Pose_or_Tittibhasana_,158.31,148.88,47.08,94.33,36.42,15.39,162.27,164.67
116.jpg,Firefly_Pose_or_Tittibhasana_,150.69,169.32,73.62,98.84,34.93,139.97,122.45,128.26
454.jpg,Staff_Pose_or_Dandasana_,137.86,150.43,153.25,170.55,84.5,78.8,176.94,165.73
529.jpg,Staff_Pose_or_Dandasana_,135.36,131.44,50.52,11.45,86.01,90.92,173.57,165.02
508.jpg,Staff_Pose_or_Dandasana_,150.85,165.38,16.24,45.64,109.35,101.25,162.37,164.63
115.jpg,Staff_Pose_or_Dandasana_,164.57,139.94,16.32,0.22,94.6,102.4,175.32,170.83
485.jpg,Staff_Pose_or_Dandasana_,143.19,129.85,43.17,17.52,94.86,100.69,176.68,173.9
124.jpg,Staff_Pose_or_Dandasana_,119.37,113.69,157.89,144.57,96.3,92.93,174.0,171.21
555.jpg,Staff_Pose_or_Dandasana_,145.74,138.88,40.29,7.39,100.27,102.94,158.57,168.97
136.jpg,Staff_Pose_or_Dandasana_,143.77,154.34,11.0,33.3,99.94,97.28,168.19,164.77
103.jpg,Staff_Pose_or_Dandasana_,133.35,136.51,16.48,39.67,101.92,98.44,157.53,164.27
224.jpg,Staff_Pose_or_Dandasana_,152.54,143.14,161.8,154.98,79.93,77.27,170.98,168.08
215.jpg,Staff_Pose_or_Dandasana_,122.27,135.31,15.59,88.97,88.76,56.35,159.14,156.02
164.jpg,Boat_Pose_or_Paripurna_Navasana_,112.64,126.72,70.64,67.63,49.88,53.65,99.67,98.14
0_73.jpg,Boat_Pose_or_Paripurna_Navasana_,80.49,129.12,60.59,92.06,164.73,110.59,65.61,57.65
435.jpg,Boat_Pose_or_Paripurna_Navasana_,173.49,162.13,28.8,41.25,135.21,143.95,152.0,106.28
188.jpg,Boat_Pose_or_Paripurna_Navasana_,136.87,114.92,77.74,81.01,69.74,91.79,150.92,169.32
79.jpg,Boat_Pose_or_Paripurna_Navasana_,117.27,122.21,43.65,77.12,75.12,78.65,164.39,173.97
48.jpg,Boat_Pose_or_Paripurna_Navasana_,115.9,122.18,49.09,75.76,99.28,101.24,159.71,163.21
0_340.jpg,Boat_Pose_or_Paripurna_Navasana_,93.94,119.16,60.31,88.03,86.2,84.14,159.96,146.97
529.jpg,Boat_Pose_or_Paripurna_Navasana_,71.92,94.81,89.87,67.88,21.73,32.62,143.42,112.29
59.jpg,Boat_Pose_or_Paripurna_Navasana_,146.49,138.91,53.62,67.2,92.98,94.34,157.93,158.57
562.jpg,Boat_Pose_or_Paripurna_Navasana_,115.95,114.91,82.03,72.77,58.87,56.88,116.78,111.71
192.jpg,Boat_Pose_or_Paripurna_Navasana_,139.14,131.65,27.73,53.3,58.42,50.69,80.56,73.0
559.jpg,Boat_Pose_or_Paripurna_Navasana_,162.69,172.44,55.88,62.67,35.18,36.17,141.63,134.08
184.jpg,Boat_Pose_or_Paripurna_Navasana_,120.87,122.68,64.82,85.0,55.4,64.27,157.62,157.91
327.jpg,Boat_Pose_or_Paripurna_Navasana_,96.16,132.13,60.49,40.69,57.57,49.58,176.4,172.97
620.jpg,Boat_Pose_or_Paripurna_Navasana_,104.4,117.73,57.32,56.23,50.6,59.0,110.56,110.12
118.jpg,Boat_Pose_or_Paripurna_Navasana_,110.89,113.11,78.08,92.9,78.42,85.71,157.72,169.99
0_412.jpg,Boat_Pose_or_Paripurna_Navasana_,121.2,118.35,66.75,69.12,70.83,74.66,163.25,166.21
254.jpg,Boat_Pose_or_Paripurna_Navasana_,116.62,128.33,87.19,81.91,88.51,81.54,164.95,170.99
602.jpg,Boat_Pose_or_Paripurna_Navasana_,119.82,116.89,59.08,51.29,59.29,51.02,101.71,103.27
397.jpg,Boat_Pose_or_Paripurna_Navasana_,115.59,146.29,64.6,59.76,119.63,99.55,154.24,170.72
495.jpg,Boat_Pose_or_Paripurna_Navasana_,119.57,124.6,59.72,64.85,64.94,81.9,152.09,156.28
557.jpg,Boat_Pose_or_Paripurna_Navasana_,80.47,104.25,111.43,110.33,25.35,36.05,137.41,169.76
108.jpg,Boat_Pose_or_Paripurna_Navasana_,133.72,119.98,66.7,62.43,65.48,77.83,157.57,169.18
0_303.jpg,Boat_Pose_or_Paripurna_Navasana_,126.92,127.74,52.38,65.89,85.97,91.84,161.18,150.36
231.jpg,Boat_Pose_or_Paripurna_Navasana_,107.03,167.92,143.84,170.0,64.52,75.7,150.76,170.2
File9.jpeg,Boat_Pose_or_Paripurna_Navasana_,123.4,114.65,63.44,34.43,74.37,61.69,144.78,149.53
204.jpg,Boat_Pose_or_Paripurna_Navasana_,122.05,131.13,57.02,75.93,63.43,59.67,156.58,159.07
158.jpg,Boat_Pose_or_Paripurna_Navasana_,149.91,118.56,60.14,40.89,59.56,76.83,177.58,167.31
17.jpg,Boat_Pose_or_Paripurna_Navasana_,130.93,135.02,60.61,60.09,60.3,62.58,109.56,105.12
475.jpg,Boat_Pose_or_Paripurna_Navasana_,129.43,123.42,71.7,81.2,54.35,58.73,55.49,58.0
